Datetime,Year,Month,Hour,Day_of_Week,Is_Weekend,Traffic_Volume,Congestion_Level
2024-05-08 22:00:00,2024,5,22,2,0,543,Low
2024-05-08 23:00:00,2024,5,23,2,0,567,Low
2024-05-09 00:00:00,2024,5,0,3,0,304,Low
2024-05-09 01:00:00,2024,5,1,3,0,266,Low
2024-05-09 02:00:00,2024,5,2,3,0,330,Low
2024-05-09 03:00:00,2024,5,3,3,0,267,Low
2024-05-09 04:00:00,2024,5,4,3,0,156,Low
2024-05-09 05:00:00,2024,5,5,3,0,301,Low
2024-05-09 06:00:00,2024,5,6,3,0,517,Low
2024-05-09 07:00:00,2024,5,7,3,0,559,Low
2024-05-09 08:00:00,2024,5,8,3,0,1273,Medium
2024-05-09 09:00:00,2024,5,9,3,0,1274,Medium
2024-05-09 10:00:00,2024,5,10,3,0,1175,Medium
2024-05-09 11:00:00,2024,5,11,3,0,505,Low
2024-05-09 12:00:00,2024,5,12,3,0,568,Low
2024-05-09 13:00:00,2024,5,13,3,0,525,Low
2024-05-09 14:00:00,2024,5,14,3,0,559,Low
2024-05-09 15:00:00,2024,5,15,3,0,512,Low
2024-05-09 16:00:00,2024,5,16,3,0,553,Low
2024-05-09 17:00:00,2024,5,17,3,0,1245,Medium
2024-05-09 18:00:00,2024,5,18,3,0,1335,Medium
2024-05-09 19:00:00,2024,5,19,3,0,1255,Medium
2024-05-09 20:00:00,2024,5,20,3,0,1311,Medium
2024-05-09 21:00:00,2024,5,21,3,0,485,Low
2024-05-09 22:00:00,2024,5,22,3,0,577,Low
2024-05-09 23:00:00,2024,5,23,3,0,498,Low
2024-05-10 00:00:00,2024,5,0,4,0,307,Low
2024-05-10 01:00:00,2024,5,1,4,0,341,Low
2024-05-10 02:00:00,2024,5,2,4,0,286,Low
2024-05-10 03:00:00,2024,5,3,4,0,249,Low
2024-05-10 04:00:00,2024,5,4,4,0,318,Low
2024-05-10 05:00:00,2024,5,5,4,0,257,Low
2024-05-10 06:00:00,2024,5,6,4,0,524,Low
2024-05-10 07:00:00,2024,5,7,4,0,554,Low
2024-05-10 08:00:00,2024,5,8,4,0,1244,Medium
2024-05-10 09:00:00,2024,5,9,4,0,1184,Medium
2024-05-10 10:00:00,2024,5,10,4,0,1184,Medium
2024-05-10 11:00:00,2024,5,11,4,0,575,Low
2024-05-10 12:00:00,2024,5,12,4,0,544,Low
2024-05-10 13:00:00,2024,5,13,4,0,570,Low
2024-05-10 14:00:00,2024,5,14,4,0,590,Low
2024-05-10 15:00:00,2024,5,15,4,0,527,Low
2024-05-10 16:00:00,2024,5,16,4,0,394,Low
2024-05-10 17:00:00,2024,5,17,4,0,1244,Medium
2024-05-10 18:00:00,2024,5,18,4,0,1336,Medium
2024-05-10 19:00:00,2024,5,19,4,0,1280,Medium
2024-05-10 20:00:00,2024,5,20,4,0,1266,Medium
2024-05-10 21:00:00,2024,5,21,4,0,594,Low
2024-05-10 22:00:00,2024,5,22,4,0,537,Low
2024-05-10 23:00:00,2024,5,23,4,0,448,Low
2024-05-11 00:00:00,2024,5,0,5,1,326,Low
2024-05-11 01:00:00,2024,5,1,5,1,413,Low
2024-05-11 02:00:00,2024,5,2,5,1,391,Low
2024-05-11 03:00:00,2024,5,3,5,1,459,Low
2024-05-11 04:00:00,2024,5,4,5,1,361,Low
2024-05-11 05:00:00,2024,5,5,5,1,380,Low
2024-05-11 06:00:00,2024,5,6,5,1,354,Low
2024-05-11 07:00:00,2024,5,7,5,1,370,Low
2024-05-11 08:00:00,2024,5,8,5,1,309,Low
2024-05-11 09:00:00,2024,5,9,5,1,377,Low
2024-05-11 10:00:00,2024,5,10,5,1,392,Low
2024-05-11 11:00:00,2024,5,11,5,1,388,Low
2024-05-11 12:00:00,2024,5,12,5,1,491,Low
2024-05-11 13:00:00,2024,5,13,5,1,476,Low
2024-05-11 14:00:00,2024,5,14,5,1,360,Low
2024-05-11 15:00:00,2024,5,15,5,1,302,Low
2024-05-11 16:00:00,2024,5,16,5,1,389,Low
2024-05-11 17:00:00,2024,5,17,5,1,411,Low
2024-05-11 18:00:00,2024,5,18,5,1,355,Low
2024-05-11 19:00:00,2024,5,19,5,1,357,Low
2024-05-11 20:00:00,2024,5,20,5,1,465,Low
2024-05-11 21:00:00,2024,5,21,5,1,382,Low
2024-05-11 22:00:00,2024,5,22,5,1,424,Low
2024-05-11 23:00:00,2024,5,23,5,1,352,Low
2024-05-12 00:00:00,2024,5,0,6,1,391,Low
2024-05-12 01:00:00,2024,5,1,6,1,379,Low
2024-05-12 02:00:00,2024,5,2,6,1,364,Low
2024-05-12 03:00:00,2024,5,3,6,1,446,Low
2024-05-12 04:00:00,2024,5,4,6,1,331,Low
2024-05-12 05:00:00,2024,5,5,6,1,407,Low
2024-05-12 06:00:00,2024,5,6,6,1,378,Low
2024-05-12 07:00:00,2024,5,7,6,1,413,Low
2024-05-12 08:00:00,2024,5,8,6,1,379,Low
2024-05-12 09:00:00,2024,5,9,6,1,433,Low
2024-05-12 10:00:00,2024,5,10,6,1,352,Low
2024-05-12 11:00:00,2024,5,11,6,1,446,Low
2024-05-12 12:00:00,2024,5,12,6,1,393,Low
2024-05-12 13:00:00,2024,5,13,6,1,334,Low
2024-05-12 14:00:00,2024,5,14,6,1,425,Low
2024-05-12 15:00:00,2024,5,15,6,1,385,Low
2024-05-12 16:00:00,2024,5,16,6,1,317,Low
2024-05-12 17:00:00,2024,5,17,6,1,409,Low
2024-05-12 18:00:00,2024,5,18,6,1,439,Low
2024-05-12 19:00:00,2024,5,19,6,1,452,Low
2024-05-12 20:00:00,2024,5,20,6,1,377,Low
2024-05-12 21:00:00,2024,5,21,6,1,400,Low
2024-05-12 22:00:00,2024,5,22,6,1,396,Low
2024-05-12 23:00:00,2024,5,23,6,1,461,Low
2024-05-13 00:00:00,2024,5,0,0,0,259,Low
2024-05-13 01:00:00,2024,5,1,0,0,274,Low
2024-05-13 02:00:00,2024,5,2,0,0,258,Low
2024-05-13 03:00:00,2024,5,3,0,0,230,Low
2024-05-13 04:00:00,2024,5,4,0,0,306,Low
2024-05-13 05:00:00,2024,5,5,0,0,367,Low
2024-05-13 06:00:00,2024,5,6,0,0,533,Low
2024-05-13 07:00:00,2024,5,7,0,0,502,Low
2024-05-13 08:00:00,2024,5,8,0,0,1191,Medium
2024-05-13 09:00:00,2024,5,9,0,0,1209,Medium
2024-05-13 10:00:00,2024,5,10,0,0,1176,Medium
2024-05-13 11:00:00,2024,5,11,0,0,605,Low
2024-05-13 12:00:00,2024,5,12,0,0,505,Low
2024-05-13 13:00:00,2024,5,13,0,0,529,Low
2024-05-13 14:00:00,2024,5,14,0,0,555,Low
2024-05-13 15:00:00,2024,5,15,0,0,559,Low
2024-05-13 16:00:00,2024,5,16,0,0,544,Low
2024-05-13 17:00:00,2024,5,17,0,0,1224,Medium
2024-05-13 18:00:00,2024,5,18,0,0,1387,High
2024-05-13 19:00:00,2024,5,19,0,0,1271,Medium
2024-05-13 20:00:00,2024,5,20,0,0,1286,Medium
2024-05-13 21:00:00,2024,5,21,0,0,570,Low
2024-05-13 22:00:00,2024,5,22,0,0,513,Low
2024-05-13 23:00:00,2024,5,23,0,0,544,Low
2024-05-14 00:00:00,2024,5,0,1,0,265,Low
2024-05-14 01:00:00,2024,5,1,1,0,314,Low
2024-05-14 02:00:00,2024,5,2,1,0,283,Low
2024-05-14 03:00:00,2024,5,3,1,0,307,Low
2024-05-14 04:00:00,2024,5,4,1,0,248,Low
2024-05-14 05:00:00,2024,5,5,1,0,258,Low
2024-05-14 06:00:00,2024,5,6,1,0,480,Low
2024-05-14 07:00:00,2024,5,7,1,0,510,Low
2024-05-14 08:00:00,2024,5,8,1,0,1067,Medium
2024-05-14 09:00:00,2024,5,9,1,0,1169,Medium
2024-05-14 10:00:00,2024,5,10,1,0,1159,Medium
2024-05-14 11:00:00,2024,5,11,1,0,549,Low
2024-05-14 12:00:00,2024,5,12,1,0,544,Low
2024-05-14 13:00:00,2024,5,13,1,0,598,Low
2024-05-14 14:00:00,2024,5,14,1,0,659,Low
2024-05-14 15:00:00,2024,5,15,1,0,593,Low
2024-05-14 16:00:00,2024,5,16,1,0,521,Low
2024-05-14 17:00:00,2024,5,17,1,0,1259,Medium
2024-05-14 18:00:00,2024,5,18,1,0,1320,Medium
2024-05-14 19:00:00,2024,5,19,1,0,1206,Medium
2024-05-14 20:00:00,2024,5,20,1,0,1267,Medium
2024-05-14 21:00:00,2024,5,21,1,0,531,Low
2024-05-14 22:00:00,2024,5,22,1,0,568,Low
2024-05-14 23:00:00,2024,5,23,1,0,569,Low
2024-05-15 00:00:00,2024,5,0,2,0,262,Low
2024-05-15 01:00:00,2024,5,1,2,0,277,Low
2024-05-15 02:00:00,2024,5,2,2,0,315,Low
2024-05-15 03:00:00,2024,5,3,2,0,259,Low
2024-05-15 04:00:00,2024,5,4,2,0,350,Low
2024-05-15 05:00:00,2024,5,5,2,0,323,Low
2024-05-15 06:00:00,2024,5,6,2,0,550,Low
2024-05-15 07:00:00,2024,5,7,2,0,559,Low
2024-05-15 08:00:00,2024,5,8,2,0,1162,Medium
2024-05-15 09:00:00,2024,5,9,2,0,1155,Medium
2024-05-15 10:00:00,2024,5,10,2,0,1164,Medium
2024-05-15 11:00:00,2024,5,11,2,0,564,Low
2024-05-15 12:00:00,2024,5,12,2,0,551,Low
2024-05-15 13:00:00,2024,5,13,2,0,523,Low
2024-05-15 14:00:00,2024,5,14,2,0,576,Low
2024-05-15 15:00:00,2024,5,15,2,0,534,Low
2024-05-15 16:00:00,2024,5,16,2,0,511,Low
2024-05-15 17:00:00,2024,5,17,2,0,1293,Medium
2024-05-15 18:00:00,2024,5,18,2,0,1236,Medium
2024-05-15 19:00:00,2024,5,19,2,0,1205,Medium
2024-05-15 20:00:00,2024,5,20,2,0,1281,Medium
2024-05-15 21:00:00,2024,5,21,2,0,512,Low
2024-05-15 22:00:00,2024,5,22,2,0,530,Low
2024-05-15 23:00:00,2024,5,23,2,0,498,Low
2024-05-16 00:00:00,2024,5,0,3,0,350,Low
2024-05-16 01:00:00,2024,5,1,3,0,266,Low
2024-05-16 02:00:00,2024,5,2,3,0,276,Low
2024-05-16 03:00:00,2024,5,3,3,0,312,Low
2024-05-16 04:00:00,2024,5,4,3,0,233,Low
2024-05-16 05:00:00,2024,5,5,3,0,230,Low
2024-05-16 06:00:00,2024,5,6,3,0,559,Low
2024-05-16 07:00:00,2024,5,7,3,0,522,Low
2024-05-16 08:00:00,2024,5,8,3,0,1142,Medium
2024-05-16 09:00:00,2024,5,9,3,0,1210,Medium
2024-05-16 10:00:00,2024,5,10,3,0,1146,Medium
2024-05-16 11:00:00,2024,5,11,3,0,529,Low
2024-05-16 12:00:00,2024,5,12,3,0,501,Low
2024-05-16 13:00:00,2024,5,13,3,0,555,Low
2024-05-16 14:00:00,2024,5,14,3,0,602,Low
2024-05-16 15:00:00,2024,5,15,3,0,458,Low
2024-05-16 16:00:00,2024,5,16,3,0,547,Low
2024-05-16 17:00:00,2024,5,17,3,0,1320,Medium
2024-05-16 18:00:00,2024,5,18,3,0,1262,Medium
2024-05-16 19:00:00,2024,5,19,3,0,1230,Medium
2024-05-16 20:00:00,2024,5,20,3,0,1300,Medium
2024-05-16 21:00:00,2024,5,21,3,0,587,Low
2024-05-16 22:00:00,2024,5,22,3,0,582,Low
2024-05-16 23:00:00,2024,5,23,3,0,558,Low
2024-05-17 00:00:00,2024,5,0,4,0,300,Low
2024-05-17 01:00:00,2024,5,1,4,0,255,Low
2024-05-17 02:00:00,2024,5,2,4,0,334,Low
2024-05-17 03:00:00,2024,5,3,4,0,332,Low
2024-05-17 04:00:00,2024,5,4,4,0,244,Low
2024-05-17 05:00:00,2024,5,5,4,0,312,Low
2024-05-17 06:00:00,2024,5,6,4,0,571,Low
2024-05-17 07:00:00,2024,5,7,4,0,581,Low
2024-05-17 08:00:00,2024,5,8,4,0,1179,Medium
2024-05-17 09:00:00,2024,5,9,4,0,1144,Medium
2024-05-17 10:00:00,2024,5,10,4,0,1160,Medium
2024-05-17 11:00:00,2024,5,11,4,0,496,Low
2024-05-17 12:00:00,2024,5,12,4,0,540,Low
2024-05-17 13:00:00,2024,5,13,4,0,531,Low
2024-05-17 14:00:00,2024,5,14,4,0,638,Low
2024-05-17 15:00:00,2024,5,15,4,0,582,Low
2024-05-17 16:00:00,2024,5,16,4,0,585,Low
2024-05-17 17:00:00,2024,5,17,4,0,1303,Medium
2024-05-17 18:00:00,2024,5,18,4,0,1265,Medium
2024-05-17 19:00:00,2024,5,19,4,0,1269,Medium
2024-05-17 20:00:00,2024,5,20,4,0,1273,Medium
2024-05-17 21:00:00,2024,5,21,4,0,550,Low
2024-05-17 22:00:00,2024,5,22,4,0,559,Low
2024-05-17 23:00:00,2024,5,23,4,0,542,Low
2024-05-18 00:00:00,2024,5,0,5,1,381,Low
2024-05-18 01:00:00,2024,5,1,5,1,367,Low
2024-05-18 02:00:00,2024,5,2,5,1,331,Low
2024-05-18 03:00:00,2024,5,3,5,1,452,Low
2024-05-18 04:00:00,2024,5,4,5,1,493,Low
2024-05-18 05:00:00,2024,5,5,5,1,448,Low
2024-05-18 06:00:00,2024,5,6,5,1,337,Low
2024-05-18 07:00:00,2024,5,7,5,1,429,Low
2024-05-18 08:00:00,2024,5,8,5,1,440,Low
2024-05-18 09:00:00,2024,5,9,5,1,376,Low
2024-05-18 10:00:00,2024,5,10,5,1,416,Low
2024-05-18 11:00:00,2024,5,11,5,1,373,Low
2024-05-18 12:00:00,2024,5,12,5,1,463,Low
2024-05-18 13:00:00,2024,5,13,5,1,410,Low
2024-05-18 14:00:00,2024,5,14,5,1,353,Low
2024-05-18 15:00:00,2024,5,15,5,1,424,Low
2024-05-18 16:00:00,2024,5,16,5,1,442,Low
2024-05-18 17:00:00,2024,5,17,5,1,403,Low
2024-05-18 18:00:00,2024,5,18,5,1,415,Low
2024-05-18 19:00:00,2024,5,19,5,1,391,Low
2024-05-18 20:00:00,2024,5,20,5,1,343,Low
2024-05-18 21:00:00,2024,5,21,5,1,387,Low
2024-05-18 22:00:00,2024,5,22,5,1,417,Low
2024-05-18 23:00:00,2024,5,23,5,1,388,Low
2024-05-19 00:00:00,2024,5,0,6,1,430,Low
2024-05-19 01:00:00,2024,5,1,6,1,376,Low
2024-05-19 02:00:00,2024,5,2,6,1,379,Low
2024-05-19 03:00:00,2024,5,3,6,1,431,Low
2024-05-19 04:00:00,2024,5,4,6,1,404,Low
2024-05-19 05:00:00,2024,5,5,6,1,375,Low
2024-05-19 06:00:00,2024,5,6,6,1,440,Low
2024-05-19 07:00:00,2024,5,7,6,1,363,Low
2024-05-19 08:00:00,2024,5,8,6,1,361,Low
2024-05-19 09:00:00,2024,5,9,6,1,267,Low
2024-05-19 10:00:00,2024,5,10,6,1,369,Low
2024-05-19 11:00:00,2024,5,11,6,1,453,Low
2024-05-19 12:00:00,2024,5,12,6,1,301,Low
2024-05-19 13:00:00,2024,5,13,6,1,351,Low
2024-05-19 14:00:00,2024,5,14,6,1,414,Low
2024-05-19 15:00:00,2024,5,15,6,1,293,Low
2024-05-19 16:00:00,2024,5,16,6,1,371,Low
2024-05-19 17:00:00,2024,5,17,6,1,445,Low
2024-05-19 18:00:00,2024,5,18,6,1,486,Low
2024-05-19 19:00:00,2024,5,19,6,1,407,Low
2024-05-19 20:00:00,2024,5,20,6,1,352,Low
2024-05-19 21:00:00,2024,5,21,6,1,351,Low
2024-05-19 22:00:00,2024,5,22,6,1,400,Low
2024-05-19 23:00:00,2024,5,23,6,1,407,Low
2024-05-20 00:00:00,2024,5,0,0,0,379,Low
2024-05-20 01:00:00,2024,5,1,0,0,339,Low
2024-05-20 02:00:00,2024,5,2,0,0,299,Low
2024-05-20 03:00:00,2024,5,3,0,0,280,Low
2024-05-20 04:00:00,2024,5,4,0,0,431,Low
2024-05-20 05:00:00,2024,5,5,0,0,323,Low
2024-05-20 06:00:00,2024,5,6,0,0,512,Low
2024-05-20 07:00:00,2024,5,7,0,0,532,Low
2024-05-20 08:00:00,2024,5,8,0,0,1143,Medium
2024-05-20 09:00:00,2024,5,9,0,0,1074,Medium
2024-05-20 10:00:00,2024,5,10,0,0,1197,Medium
2024-05-20 11:00:00,2024,5,11,0,0,622,Low
2024-05-20 12:00:00,2024,5,12,0,0,468,Low
2024-05-20 13:00:00,2024,5,13,0,0,544,Low
2024-05-20 14:00:00,2024,5,14,0,0,510,Low
2024-05-20 15:00:00,2024,5,15,0,0,565,Low
2024-05-20 16:00:00,2024,5,16,0,0,534,Low
2024-05-20 17:00:00,2024,5,17,0,0,1220,Medium
2024-05-20 18:00:00,2024,5,18,0,0,1237,Medium
2024-05-20 19:00:00,2024,5,19,0,0,1244,Medium
2024-05-20 20:00:00,2024,5,20,0,0,1342,Medium
2024-05-20 21:00:00,2024,5,21,0,0,600,Low
2024-05-20 22:00:00,2024,5,22,0,0,528,Low
2024-05-20 23:00:00,2024,5,23,0,0,597,Low
2024-05-21 00:00:00,2024,5,0,1,0,288,Low
2024-05-21 01:00:00,2024,5,1,1,0,281,Low
2024-05-21 02:00:00,2024,5,2,1,0,298,Low
2024-05-21 03:00:00,2024,5,3,1,0,308,Low
2024-05-21 04:00:00,2024,5,4,1,0,270,Low
2024-05-21 05:00:00,2024,5,5,1,0,296,Low
2024-05-21 06:00:00,2024,5,6,1,0,577,Low
2024-05-21 07:00:00,2024,5,7,1,0,548,Low
2024-05-21 08:00:00,2024,5,8,1,0,1185,Medium
2024-05-21 09:00:00,2024,5,9,1,0,1205,Medium
2024-05-21 10:00:00,2024,5,10,1,0,1213,Medium
2024-05-21 11:00:00,2024,5,11,1,0,539,Low
2024-05-21 12:00:00,2024,5,12,1,0,520,Low
2024-05-21 13:00:00,2024,5,13,1,0,550,Low
2024-05-21 14:00:00,2024,5,14,1,0,470,Low
2024-05-21 15:00:00,2024,5,15,1,0,532,Low
2024-05-21 16:00:00,2024,5,16,1,0,431,Low
2024-05-21 17:00:00,2024,5,17,1,0,1206,Medium
2024-05-21 18:00:00,2024,5,18,1,0,1199,Medium
2024-05-21 19:00:00,2024,5,19,1,0,1328,Medium
2024-05-21 20:00:00,2024,5,20,1,0,1282,Medium
2024-05-21 21:00:00,2024,5,21,1,0,485,Low
2024-05-21 22:00:00,2024,5,22,1,0,564,Low
2024-05-21 23:00:00,2024,5,23,1,0,586,Low
2024-05-22 00:00:00,2024,5,0,2,0,318,Low
2024-05-22 01:00:00,2024,5,1,2,0,287,Low
2024-05-22 02:00:00,2024,5,2,2,0,306,Low
2024-05-22 03:00:00,2024,5,3,2,0,336,Low
2024-05-22 04:00:00,2024,5,4,2,0,274,Low
2024-05-22 05:00:00,2024,5,5,2,0,297,Low
2024-05-22 06:00:00,2024,5,6,2,0,530,Low
2024-05-22 07:00:00,2024,5,7,2,0,469,Low
2024-05-22 08:00:00,2024,5,8,2,0,1224,Medium
2024-05-22 09:00:00,2024,5,9,2,0,1275,Medium
2024-05-22 10:00:00,2024,5,10,2,0,1143,Medium
2024-05-22 11:00:00,2024,5,11,2,0,585,Low
2024-05-22 12:00:00,2024,5,12,2,0,504,Low
2024-05-22 13:00:00,2024,5,13,2,0,548,Low
2024-05-22 14:00:00,2024,5,14,2,0,610,Low
2024-05-22 15:00:00,2024,5,15,2,0,518,Low
2024-05-22 16:00:00,2024,5,16,2,0,541,Low
2024-05-22 17:00:00,2024,5,17,2,0,1200,Medium
2024-05-22 18:00:00,2024,5,18,2,0,1251,Medium
2024-05-22 19:00:00,2024,5,19,2,0,1196,Medium
2024-05-22 20:00:00,2024,5,20,2,0,1301,Medium
2024-05-22 21:00:00,2024,5,21,2,0,579,Low
2024-05-22 22:00:00,2024,5,22,2,0,532,Low
2024-05-22 23:00:00,2024,5,23,2,0,555,Low
2024-05-23 00:00:00,2024,5,0,3,0,281,Low
2024-05-23 01:00:00,2024,5,1,3,0,329,Low
2024-05-23 02:00:00,2024,5,2,3,0,301,Low
2024-05-23 03:00:00,2024,5,3,3,0,206,Low
2024-05-23 04:00:00,2024,5,4,3,0,338,Low
2024-05-23 05:00:00,2024,5,5,3,0,278,Low
2024-05-23 06:00:00,2024,5,6,3,0,485,Low
2024-05-23 07:00:00,2024,5,7,3,0,522,Low
2024-05-23 08:00:00,2024,5,8,3,0,1097,Medium
2024-05-23 09:00:00,2024,5,9,3,0,1126,Medium
2024-05-23 10:00:00,2024,5,10,3,0,1189,Medium
2024-05-23 11:00:00,2024,5,11,3,0,552,Low
2024-05-23 12:00:00,2024,5,12,3,0,556,Low
2024-05-23 13:00:00,2024,5,13,3,0,542,Low
2024-05-23 14:00:00,2024,5,14,3,0,511,Low
2024-05-23 15:00:00,2024,5,15,3,0,539,Low
2024-05-23 16:00:00,2024,5,16,3,0,522,Low
2024-05-23 17:00:00,2024,5,17,3,0,1208,Medium
2024-05-23 18:00:00,2024,5,18,3,0,1247,Medium
2024-05-23 19:00:00,2024,5,19,3,0,1321,Medium
2024-05-23 20:00:00,2024,5,20,3,0,1353,High
2024-05-23 21:00:00,2024,5,21,3,0,571,Low
2024-05-23 22:00:00,2024,5,22,3,0,611,Low
2024-05-23 23:00:00,2024,5,23,3,0,546,Low
2024-05-24 00:00:00,2024,5,0,4,0,374,Low
2024-05-24 01:00:00,2024,5,1,4,0,388,Low
2024-05-24 02:00:00,2024,5,2,4,0,217,Low
2024-05-24 03:00:00,2024,5,3,4,0,305,Low
2024-05-24 04:00:00,2024,5,4,4,0,299,Low
2024-05-24 05:00:00,2024,5,5,4,0,276,Low
2024-05-24 06:00:00,2024,5,6,4,0,564,Low
2024-05-24 07:00:00,2024,5,7,4,0,544,Low
2024-05-24 08:00:00,2024,5,8,4,0,1150,Medium
2024-05-24 09:00:00,2024,5,9,4,0,1182,Medium
2024-05-24 10:00:00,2024,5,10,4,0,1237,Medium
2024-05-24 11:00:00,2024,5,11,4,0,550,Low
2024-05-24 12:00:00,2024,5,12,4,0,570,Low
2024-05-24 13:00:00,2024,5,13,4,0,529,Low
2024-05-24 14:00:00,2024,5,14,4,0,562,Low
2024-05-24 15:00:00,2024,5,15,4,0,487,Low
2024-05-24 16:00:00,2024,5,16,4,0,519,Low
2024-05-24 17:00:00,2024,5,17,4,0,1277,Medium
2024-05-24 18:00:00,2024,5,18,4,0,1224,Medium
2024-05-24 19:00:00,2024,5,19,4,0,1244,Medium
2024-05-24 20:00:00,2024,5,20,4,0,1295,Medium
2024-05-24 21:00:00,2024,5,21,4,0,548,Low
2024-05-24 22:00:00,2024,5,22,4,0,578,Low
2024-05-24 23:00:00,2024,5,23,4,0,515,Low
2024-05-25 00:00:00,2024,5,0,5,1,396,Low
2024-05-25 01:00:00,2024,5,1,5,1,364,Low
2024-05-25 02:00:00,2024,5,2,5,1,426,Low
2024-05-25 03:00:00,2024,5,3,5,1,447,Low
2024-05-25 04:00:00,2024,5,4,5,1,416,Low
2024-05-25 05:00:00,2024,5,5,5,1,442,Low
2024-05-25 06:00:00,2024,5,6,5,1,395,Low
2024-05-25 07:00:00,2024,5,7,5,1,430,Low
2024-05-25 08:00:00,2024,5,8,5,1,397,Low
2024-05-25 09:00:00,2024,5,9,5,1,348,Low
2024-05-25 10:00:00,2024,5,10,5,1,405,Low
2024-05-25 11:00:00,2024,5,11,5,1,349,Low
2024-05-25 12:00:00,2024,5,12,5,1,499,Low
2024-05-25 13:00:00,2024,5,13,5,1,379,Low
2024-05-25 14:00:00,2024,5,14,5,1,423,Low
2024-05-25 15:00:00,2024,5,15,5,1,393,Low
2024-05-25 16:00:00,2024,5,16,5,1,338,Low
2024-05-25 17:00:00,2024,5,17,5,1,308,Low
2024-05-25 18:00:00,2024,5,18,5,1,428,Low
2024-05-25 19:00:00,2024,5,19,5,1,464,Low
2024-05-25 20:00:00,2024,5,20,5,1,361,Low
2024-05-25 21:00:00,2024,5,21,5,1,319,Low
2024-05-25 22:00:00,2024,5,22,5,1,379,Low
2024-05-25 23:00:00,2024,5,23,5,1,352,Low
2024-05-26 00:00:00,2024,5,0,6,1,365,Low
2024-05-26 01:00:00,2024,5,1,6,1,421,Low
2024-05-26 02:00:00,2024,5,2,6,1,392,Low
2024-05-26 03:00:00,2024,5,3,6,1,357,Low
2024-05-26 04:00:00,2024,5,4,6,1,420,Low
2024-05-26 05:00:00,2024,5,5,6,1,424,Low
2024-05-26 06:00:00,2024,5,6,6,1,379,Low
2024-05-26 07:00:00,2024,5,7,6,1,400,Low
2024-05-26 08:00:00,2024,5,8,6,1,417,Low
2024-05-26 09:00:00,2024,5,9,6,1,413,Low
2024-05-26 10:00:00,2024,5,10,6,1,396,Low
2024-05-26 11:00:00,2024,5,11,6,1,458,Low
2024-05-26 12:00:00,2024,5,12,6,1,420,Low
2024-05-26 13:00:00,2024,5,13,6,1,374,Low
2024-05-26 14:00:00,2024,5,14,6,1,374,Low
2024-05-26 15:00:00,2024,5,15,6,1,369,Low
2024-05-26 16:00:00,2024,5,16,6,1,422,Low
2024-05-26 17:00:00,2024,5,17,6,1,366,Low
2024-05-26 18:00:00,2024,5,18,6,1,375,Low
2024-05-26 19:00:00,2024,5,19,6,1,442,Low
2024-05-26 20:00:00,2024,5,20,6,1,403,Low
2024-05-26 21:00:00,2024,5,21,6,1,448,Low
2024-05-26 22:00:00,2024,5,22,6,1,430,Low
2024-05-26 23:00:00,2024,5,23,6,1,341,Low
2024-05-27 00:00:00,2024,5,0,0,0,291,Low
2024-05-27 01:00:00,2024,5,1,0,0,340,Low
2024-05-27 02:00:00,2024,5,2,0,0,240,Low
2024-05-27 03:00:00,2024,5,3,0,0,314,Low
2024-05-27 04:00:00,2024,5,4,0,0,294,Low
2024-05-27 05:00:00,2024,5,5,0,0,216,Low
2024-05-27 06:00:00,2024,5,6,0,0,547,Low
2024-05-27 07:00:00,2024,5,7,0,0,504,Low
2024-05-27 08:00:00,2024,5,8,0,0,1130,Medium
2024-05-27 09:00:00,2024,5,9,0,0,1183,Medium
2024-05-27 10:00:00,2024,5,10,0,0,1096,Medium
2024-05-27 11:00:00,2024,5,11,0,0,511,Low
2024-05-27 12:00:00,2024,5,12,0,0,657,Low
2024-05-27 13:00:00,2024,5,13,0,0,571,Low
2024-05-27 14:00:00,2024,5,14,0,0,502,Low
2024-05-27 15:00:00,2024,5,15,0,0,605,Low
2024-05-27 16:00:00,2024,5,16,0,0,497,Low
2024-05-27 17:00:00,2024,5,17,0,0,1256,Medium
2024-05-27 18:00:00,2024,5,18,0,0,1230,Medium
2024-05-27 19:00:00,2024,5,19,0,0,1293,Medium
2024-05-27 20:00:00,2024,5,20,0,0,1343,Medium
2024-05-27 21:00:00,2024,5,21,0,0,497,Low
2024-05-27 22:00:00,2024,5,22,0,0,449,Low
2024-05-27 23:00:00,2024,5,23,0,0,591,Low
2024-05-28 00:00:00,2024,5,0,1,0,365,Low
2024-05-28 01:00:00,2024,5,1,1,0,206,Low
2024-05-28 02:00:00,2024,5,2,1,0,316,Low
2024-05-28 03:00:00,2024,5,3,1,0,305,Low
2024-05-28 04:00:00,2024,5,4,1,0,260,Low
2024-05-28 05:00:00,2024,5,5,1,0,233,Low
2024-05-28 06:00:00,2024,5,6,1,0,586,Low
2024-05-28 07:00:00,2024,5,7,1,0,550,Low
2024-05-28 08:00:00,2024,5,8,1,0,1194,Medium
2024-05-28 09:00:00,2024,5,9,1,0,1155,Medium
2024-05-28 10:00:00,2024,5,10,1,0,1147,Medium
2024-05-28 11:00:00,2024,5,11,1,0,431,Low
2024-05-28 12:00:00,2024,5,12,1,0,532,Low
2024-05-28 13:00:00,2024,5,13,1,0,607,Low
2024-05-28 14:00:00,2024,5,14,1,0,502,Low
2024-05-28 15:00:00,2024,5,15,1,0,473,Low
